gene	hits	min_beta	max_beta	mean_beta	var_beta	min_nlog10p	max_nlog10p	mean_nlog10p	var_nlog10p	min_maf	max_maf	mean_maf	var_maf	info
NADH dehydrogenase I chain N	50	-10.4	-6.3	-6.4639999999999995	0.658677551020409	7.410050398674293	13.806875401645538	7.665923398793143	1.6033712373017344	0.01100000000000001	0.19799999999999995	0.19051999999999997	0.0013702138775510215	ID=CDS108085;Parent=gene108084;locus=PA2649;name=NADH dehydrogenase I chain N;|ID=gene108084;Alias=PA2649;name=nuoN;Dbxref=GeneID:882358
gene111548	47	-10.4	-7.6	-9.029787234042553	2.0017021276595757	8.847711655616944	13.806875401645538	11.380050589759206	6.279141717427497	0.01100000000000001	0.09899999999999998	0.054063829787234036	0.0019771914893617014	ID=CDS111549;Parent=gene111548;locus=PA4355;name=PyeM;|ID=gene111548;Alias=PA4355;name=pyeM;Dbxref=GeneID:881442
xenobiotic reductase	47	-10.4	-7.6	-9.029787234042553	2.0017021276595757	8.847711655616944	13.806875401645538	11.380050589759206	6.279141717427497	0.01100000000000001	0.09899999999999998	0.054063829787234036	0.0019771914893617014	ID=CDS111551;Parent=gene111550;locus=PA4356;name=xenobiotic reductase;|ID=gene111550;Alias=PA4356;name=xenB;Dbxref=GeneID:881382
NADH dehydrogenase I chain L	43	-6.72	-6.58	-6.583255813953488	4.5581395348836856e-4	7.265200170411153	7.482804102050026	7.270260726960894	0.0011011970015045408	0.04400000000000004	0.14300000000000002	0.14069767441860467	2.2793023255813998e-4	ID=CDS108079;Parent=gene108078;locus=PA2646;name=NADH dehydrogenase I chain K;|ID=gene108078;Alias=PA2646;name=nuoK;Dbxref=GeneID:882355|ID=CDS108081;Parent=gene108080;locus=PA2647;name=NADH dehydrogenase I chain L;|ID=gene108080;Alias=PA2647;name=nuoL;Dbxref=GeneID:882356
probable flavin-binding monooxygenase	38	-10.4	-6.69	-7.71	1.5551189189189194	7.91721462968355	13.806875401645538	9.242104548360953	4.881746521799321	0.01100000000000001	0.14300000000000002	0.02663157894736844	7.889957325746792e-4	ID=CDS106975;Parent=gene106974;locus=PA2097;name=probable flavin-binding monooxygenase;|ID=gene106974;Alias=PA2097;name=PA2097;Dbxref=GeneID:877933
cyclic di-GMP phosphodiesterase	37	-10.4	-7.05	-7.14054054054054	0.3033108108108109	7.91721462968355	13.806875401645538	8.076394650547387	0.9375163245618339	0.01100000000000001	0.02200000000000002	0.021702702702702723	3.2702702702702774e-6	ID=CDS112427;Parent=gene112426;locus=PA4781;name=cyclic di-GMP phosphodiesterase;|ID=gene112426;Alias=PA4781;name=PA4781;Dbxref=GeneID:880075
DNA gyrase subunit A	33	-10.4	-6.24	-10.273939393939393	0.5244121212121211	9.102372908709558	13.806875401645538	13.664314720041418	0.6706770820012368	0.01100000000000001	0.253	0.018333333333333344	0.0017746666666666664	ID=CDS109150;Parent=gene109149;locus=PA3168;name=DNA gyrase subunit A;|ID=gene109149;Alias=PA3168;name=gyrA;Dbxref=GeneID:882800
NADH dehydrogenase I chain M	25	-6.3	-6.3	-6.3	0	7.410050398674293	7.410050398674293	7.410050398674293	0	0.19799999999999995	0.19799999999999995	0.19799999999999995	0	ID=CDS108083;Parent=gene108082;locus=PA2648;name=NADH dehydrogenase I chain M;|ID=gene108082;Alias=PA2648;name=nuoM;Dbxref=GeneID:882357
gene108874	23	-10.4	-10.4	-10.4	0	13.806875401645538	13.806875401645538	13.806875401645538	0	0.01100000000000001	0.01100000000000001	0.01100000000000001	0	ID=CDS108875;Parent=gene108874;locus=PA3038;name=OpdQ;|ID=gene108874;Alias=PA3038;name=opdQ;Dbxref=GeneID:882877
hypothetical protein of bacteriophage Pf1	18	-5.63	6.57	1.802777777777778	36.19966830065359	7.106793246940152	7.818156412055227	7.591068053675795	0.08321506361274315	0.0659	0.40700000000000003	0.2151	0.00985749647058824	ID=CDS252356;Parent=gene252355;locus=PALES_41261;name=hypothetical protein of bacteriophage Pf1;|ID=gene252355;Alias=PALES_41261;name=PALES_41261;Dbxref=GeneID:7178251
Amino acid permease	17	-8.05	-5.84	-6.024117647058824	0.3221382352941175	8.642065152999546	12.742321425130816	8.986352569057818	1.1167961058411706	0.15400000000000003	0.19799999999999995	0.1934705882352941	1.6726470588235244e-4	ID=CDS106863;Parent=gene106862;locus=PA2041;name=Amino acid permease;|ID=gene106862;Alias=PA2041;name=PA2041;Dbxref=GeneID:878455
probable FAD-dependent monooxygenase	13	-10.4	-10.4	-10.4	0	13.806875401645538	13.806875401645538	13.806875401645538	0	0.01100000000000001	0.01100000000000001	0.01100000000000001	0	ID=CDS111201;Parent=gene111200;locus=PA4190;name=probable FAD-dependent monooxygenase;|ID=gene111200;Alias=PA4190;name=pqsL;Dbxref=GeneID:880329
probable porin	12	-10.5	-4.96	-7.495	2.806681818181819	7.772113295386326	20.42596873227228	12.399629682624695	13.264903265232578	0.02200000000000002	0.16500000000000004	0.10083333333333334	0.0020203333333333323	ID=CDS107207;Parent=gene107206;locus=PA2213;name=probable porin;|ID=gene107206;Alias=PA2213;name=PA2213;Dbxref=GeneID:881954
methylcrotonyl-CoA carboxylase, beta-subunit	11	-6.3	-6.3	-6.3	0	7.546681659952962	7.546681659952962	7.546681659952962	0	0.07699999999999996	0.07699999999999996	0.07699999999999996	0	ID=CDS106809;Parent=gene106808;locus=PA2014;name=methylcrotonyl-CoA carboxylase, beta-subunit;|ID=gene106808;Alias=PA2014;name=liuB;Dbxref=GeneID:878244
gene106394	9	-10.4	-10.4	-10.4	0	13.806875401645538	13.806875401645538	13.806875401645538	0	0.01100000000000001	0.01100000000000001	0.01100000000000001	0	ID=CDS106395;Parent=gene106394;locus=PA1807;name=NppD;|ID=gene106394;Alias=PA1807;name=nppD;Dbxref=GeneID:878351
TadA ATPase	9	-10.4	-7.6	-7.9111111111111105	0.8711111111111116	8.847711655616944	13.806875401645538	9.398729849620121	2.732589451102706	0.01100000000000001	0.09899999999999998	0.0892222222222222	8.604444444444435e-4	ID=CDS111441;Parent=gene111440;locus=PA4301;name=TadB;|ID=gene111440;Alias=PA4301;name=tadB;Dbxref=GeneID:881596|ID=CDS111443;Parent=gene111442;locus=PA4302;name=TadA ATPase;|ID=gene111442;Alias=PA4302;name=tadA;Dbxref=GeneID:881597|ID=CDS111445;Parent=gene111444;locus=PA4303;name=TadZ;|ID=gene111444;Alias=PA4303;name=tadZ;Dbxref=GeneID:881617
probable oxidoreductase	7	-10.4	-7.69	-8.077142857142858	1.049157142857143	9.39254497678533	13.806875401645538	10.023163608908218	2.783759014263785	0.01100000000000001	0.10999999999999999	0.09585714285714285	0.0014001428571428567	ID=CDS112089;Parent=gene112088;locus=PA4620;name=hypothetical protein;|ID=gene112088;Alias=PA4620;name=PA4620;Dbxref=GeneID:881160|ID=CDS112091;Parent=gene112090;locus=PA4621;name=probable oxidoreductase;|ID=gene112090;Alias=PA4621;name=PA4621;Dbxref=GeneID:881161
probable zinc protease	7	-10.4	-6.62	-7.16	2.0412000000000012	7.325138859262188	13.806875401645538	8.251101222459809	6.0018440864096645	0.01100000000000001	0.02200000000000002	0.020428571428571445	1.728571428571432e-5	ID=CDS103478;Parent=gene103477;locus=PA0370;name=conserved hypothetical protein;|ID=gene103477;Alias=PA0370;name=PA0370;Dbxref=GeneID:882281|ID=CDS103480;Parent=gene103479;locus=PA0371;name=hypothetical protein;|ID=gene103479;Alias=PA0371;name=PA0371;Dbxref=GeneID:882994|ID=CDS103482;Parent=gene103481;locus=PA0372;name=probable zinc protease;|ID=gene103481;Alias=PA0372;name=PA0372;Dbxref=GeneID:883000
transcriptional regulator AcoR	6	-10.4	-6.7	-7.933333333333334	3.650666666666667	7.882728704344236	13.806875401645538	9.857444270111337	9.358803757638913	0.01100000000000001	0.02200000000000002	0.01833333333333335	3.226666666666672e-5	ID=CDS111115;Parent=gene111114;locus=PA4147;name=transcriptional regulator AcoR;|ID=gene111114;Alias=PA4147;name=acoR;Dbxref=GeneID:880118
transcriptional regulator PtxS	5	-10.5	-5.45	-8.02	3.1895	7.494850021680094	20.42596873227228	13.229556605868964	21.34685036595767	0.02200000000000002	0.15400000000000003	0.11440000000000002	0.0034848000000000006	ID=CDS107299;Parent=gene107298;locus=PA2259;name=transcriptional regulator PtxS;|ID=gene107298;Alias=PA2259;name=ptxS;Dbxref=GeneID:877811
gene107556	2	-6.49	-6.49	-6.49	0	7.962573502059376	7.962573502059376	7.962573502059376	0	0.02200000000000002	0.02200000000000002	0.02200000000000002	0	ID=CDS107557;Parent=gene107556;locus=PA2388;name=FpvR;|ID=gene107556;Alias=PA2388;name=fpvR;Dbxref=GeneID:882258
Glycine-glutamate dipeptide porin OpdP	2	-7.6	-6.72	-7.16	0.3871999999999999	8.064492734175287	8.847711655616944	8.456102194896115	0.30671593945211617	0.09899999999999998	0.10999999999999999	0.10449999999999998	6.050000000000011e-5	ID=CDS111841;Parent=gene111840;locus=PA4501;name=Glycine-glutamate dipeptide porin OpdP;|ID=gene111840;Alias=PA4501;name=opdD;Dbxref=GeneID:881095
LPS-assembly protein LptD	2	-10.4	-6.7	-8.55	6.845000000000001	7.882728704344236	13.806875401645538	10.844802052994886	17.547757045572965	0.01100000000000001	0.02200000000000002	0.016500000000000015	6.050000000000011e-5	ID=CDS103926;Parent=gene103925;locus=PA0593;name=pyridoxal phosphate biosynthetic protein PdxA;|ID=gene103925;Alias=PA0593;name=pdxA;Dbxref=GeneID:880733|ID=CDS103928;Parent=gene103927;locus=PA0594;name=peptidyl-prolyl cis-trans isomerase SurA;|ID=gene103927;Alias=PA0594;name=surA;Dbxref=GeneID:879552|ID=CDS103930;Parent=gene103929;locus=PA0595;name=LPS-assembly protein LptD;|ID=gene103929;Alias=PA0595;name=lptD;Dbxref=GeneID:880756
probable phenazine biosynthesis protein	2	-7.98	-7.98	-7.98	0	9.924453038607469	9.924453038607469	9.924453038607469	0	0.132	0.132	0.132	0	ID=CDS111243;Parent=gene111242;locus=PA4211;name=probable phenazine biosynthesis protein;|ID=gene111242;Alias=PA4211;name=phzB1;Dbxref=GeneID:880518
probable two-component sensor	2	-10.4	-7.6	-9	3.920000000000002	8.847711655616944	13.806875401645538	11.327293528631241	12.296652529962177	0.01100000000000001	0.09899999999999998	0.05499999999999999	0.003871999999999997	ID=CDS105085;Parent=gene105084;locus=PA1158;name=probable two-component sensor;|ID=gene105084;Alias=PA1158;name=PA1158;Dbxref=GeneID:878647
gene103259	1	-7.21	-7.21	-7.21	NA	9.181774106386044	9.181774106386044	9.181774106386044	NA	0.02200000000000002	0.02200000000000002	0.02200000000000002	NA	ID=CDS103260;Parent=gene103259;locus=PA0262;name=VgrG2b;|ID=gene103259;Alias=PA0262;name=vgrG2b;Dbxref=GeneID:881981
gene109405	1	-7.98	-7.98	-7.98	NA	9.924453038607469	9.924453038607469	9.924453038607469	NA	0.132	0.132	0.132	NA	ID=CDS109406;Parent=gene109405;locus=PA3294;name=VgrG4a;|ID=gene109405;Alias=PA3294;name=vgrG4a;Dbxref=GeneID:882457
gene109791	1	-7.98	-7.98	-7.98	NA	9.924453038607469	9.924453038607469	9.924453038607469	NA	0.132	0.132	0.132	NA	ID=CDS109792;Parent=gene109791;locus=PA3486;name=VgrG4b;|ID=gene109791;Alias=PA3486;name=vgrG4b;Dbxref=GeneID:879939
gene113206	1	-6.7	-6.7	-6.7	NA	7.882728704344236	7.882728704344236	7.882728704344236	NA	0.02200000000000002	0.02200000000000002	0.02200000000000002	NA	ID=CDS113205;Parent=gene113204;locus=PA5165;name=DctB;|ID=gene113204;Alias=PA5165;name=dctB;Dbxref=GeneID:879962|ID=CDS113207;Parent=gene113206;locus=PA5166;name=DctD;|ID=gene113206;Alias=PA5166;name=dctD;Dbxref=GeneID:879963
gene113908	1	-6.7	-6.7	-6.7	NA	7.882728704344236	7.882728704344236	7.882728704344236	NA	0.02200000000000002	0.02200000000000002	0.02200000000000002	NA	ID=CDS113907;Parent=gene113906;locus=PA5511;name=MifR;|ID=gene113906;Alias=PA5511;name=mifR;Dbxref=GeneID:878064|ID=CDS113909;Parent=gene113908;locus=PA5512;name=MifS;|ID=gene113908;Alias=PA5512;name=mifS;Dbxref=GeneID:877988
Hydroxyproline 2-epimerase, LhpA	1	-6.76	-6.76	-6.76	NA	10.184422251675732	10.184422251675732	10.184422251675732	NA	0.253	0.253	0.253	NA	ID=CDS105299;Parent=gene105298;locus=PA1265;name=hypothetical protein;|ID=gene105298;Alias=PA1265;name=PA1265;Dbxref=GeneID:881343|ID=CDS105301;Parent=gene105300;locus=PA1266;name=D-hydroxyproline dehydrogenase alpha-subunit, LphE;|ID=gene105300;Alias=PA1266;name=lhpE;Dbxref=GeneID:881372|ID=CDS38821033;Parent=gene38821032;locus=PA1266.1;name=D-hydroxyproline dehydrogenase gamma-subunit, LphF;|ID=gene38821032;Alias=PA1266.1;name=lhpF|ID=CDS105303;Parent=gene105302;locus=PA1267;name=D-hydroxyproline dehydrogenase beta-subunit, LphB;|ID=gene105302;Alias=PA1267;name=lhpB;Dbxref=GeneID:881399|ID=CDS105305;Parent=gene105304;locus=PA1268;name=Hydroxyproline 2-epimerase, LhpA;|ID=gene105304;Alias=PA1268;name=lhpA;Dbxref=GeneID:881376
L-cysteine transporter of ABC system YecS	1	-6.58	-6.58	-6.58	NA	7.265200170411153	7.265200170411153	7.265200170411153	NA	0.14300000000000002	0.14300000000000002	0.14300000000000002	NA	ID=CDS103364;Parent=gene103363;locus=PA0313;name=L-cysteine transporter of ABC system YecS;|ID=gene103363;Alias=PA0313;name=PA0313;Dbxref=GeneID:878278
probable ATP-binding component of ABC transporter	1	-5.77	-5.77	-5.77	NA	7.005243055412372	7.005243055412372	7.005243055412372	NA	0.03300000000000003	0.03300000000000003	0.03300000000000003	NA	ID=CDS112031;Parent=gene112030;locus=PA4591;name=hypothetical protein;|ID=gene112030;Alias=PA4591;name=PA4591;Dbxref=GeneID:881042|ID=CDS112033;Parent=gene112032;locus=PA4592;name=probable outer membrane protein precursor;|ID=gene112032;Alias=PA4592;name=PA4592;Dbxref=GeneID:881043|ID=CDS112035;Parent=gene112034;locus=PA4593;name=probable permease of ABC transporter;|ID=gene112034;Alias=PA4593;name=PA4593;Dbxref=GeneID:881052|ID=CDS112037;Parent=gene112036;locus=PA4594;name=probable ATP-binding component of ABC transporter;|ID=gene112036;Alias=PA4594;name=PA4594;Dbxref=GeneID:881053
two-component response regulator NtrC	1	-6.7	-6.7	-6.7	NA	7.882728704344236	7.882728704344236	7.882728704344236	NA	0.02200000000000002	0.02200000000000002	0.02200000000000002	NA	ID=CDS113121;Parent=gene113120;locus=PA5125;name=two-component response regulator NtrC;|ID=gene113120;Alias=PA5125;name=ntrC;Dbxref=GeneID:877699
Two-component response regulator RocA1	1	-6.58	-6.58	-6.58	NA	7.265200170411153	7.265200170411153	7.265200170411153	NA	0.14300000000000002	0.14300000000000002	0.14300000000000002	NA	ID=CDS110717;Parent=gene110716;locus=PA3948;name=Two-component response regulator RocA1;|ID=gene110716;Alias=PA3948;name=rocA1;Dbxref=GeneID:878843
type 6 PGAP1-like effector, TplE	1	-7.21	-7.21	-7.21	NA	9.181774106386044	9.181774106386044	9.181774106386044	NA	0.02200000000000002	0.02200000000000002	0.02200000000000002	NA	ID=CDS105787;Parent=gene105786;locus=PA1509;name=immunity protein, TplEi;|ID=gene105786;Alias=PA1509;name=tplEi;Dbxref=GeneID:879385|ID=CDS105789;Parent=gene105788;locus=PA1510;name=type 6 PGAP1-like effector, TplE;|ID=gene105788;Alias=PA1510;name=tplE;Dbxref=GeneID:879265|ID=CDS105791;Parent=gene105790;locus=PA1511;name=VgrG2a;|ID=gene105790;Alias=PA1511;name=vgrG2a;Dbxref=GeneID:883127
